Id,Name,Description,Longitude,Latitude,Status
3011,MIDAS site at M4/2501B priority 1 on link 105007001; GPS Ref: 485234;175058; Eastbound,M4/2501B,-0.7743160920000001,51.46808361,Inactive
3012,MIDAS site at M1/4228B priority 6 on link 123016301(Non-monitoring MIDAS); GPS Ref: 444891;361208; Southbound,M1/4228B,-1.330287258,53.14615071,Inactive
3013,MIDAS site at A38/4518B priority 1 on link 200125550; GPS Ref: 436700;341479; Southbound,A38/4518B,-1.4549840330000001,52.96943822,Active
3014,MIDAS site at A1M/9568A priority 1 on link 199079001; GPS Ref: 443523;438269; Northbound,A1M/9568A,-1.34008303,53.83887338,Active
3015,MIDAS site at M4/2660K priority 1 on link 105004702; GPS Ref: 471368;168699; Westbound,M4/2660K,-0.9751731010000001,51.4128303,Inactive
3016,MIDAS site at M56/8144K priority 1 on link 115007902; GPS Ref: 380304;384928; Westbound,M56/8144K,-2.297413836,53.36087197,Active
3017,MIDAS site at M60/9562A priority 1 on link 115027101; GPS Ref: 389083;390458; Clockwise,M60/9562A,-2.165694539,53.41083487,Active
3018,MIDAS site at M4/3152B priority 1 on link 123002502; GPS Ref: 427052;178927; Eastbound,M4/3152B,-1.611589331,51.50863061,Active
3019,MIDAS site at M27/9166J priority 1 on link 103007701; GPS Ref: 442145;118136; Eastbound,M27/9166J,-1.401263446,50.96110598,Active
3020,MIDAS site at A14/1891L priority 1 on link 106049201; GPS Ref: 612898;241795; Westbound,A14/1891L,1.102408659,52.03368731,Active
3021,MIDAS site at M1/2338L priority 1 on link 108024401; GPS Ref: 511468;203950; Southbound,M1/2338L,-0.387607837,51.72320769,Active
3022,MIDAS site at M25/5464A priority 1 on link 199055701; GPS Ref: 534144;199991; Clockwise,M25/5464A,-0.061021454,51.68266882,Active
3023,MIDAS site at M60/9105B priority 1 on link 200045966; GPS Ref: 379923;392812; Anti-clockwise,M60/9105B,-2.303645089,53.43172269,Active
3024,MIDAS site at M5/7013B priority 1 on link 112002401; GPS Ref: 402319;294066; Northbound,M5/7013B,-1.967230796,52.54445782,Active
3025,MIDAS site at M1/2559A priority 1 on link 200124640; GPS Ref: 504736;224042; Northbound,M1/2559A,-0.47896141900000005,51.90509042,Active
3026,MIDAS site at M25/5283A priority 1 on link 199002901; GPS Ref: 517676;202610; Clockwise,M25/5283A,-0.29822497800000003,51.7098981,Active
3027,MIDAS site at M25/4169A priority 1 on link 199125301; GPS Ref: 550982;165572; Clockwise,M25/4169A,0.16761784500000002,51.36914285,Active
3028,MIDAS site at M62/2149A priority 1 on link 116022301; GPS Ref: 430808;426531; Eastbound,M62/2149A,-1.534468098,53.73428176,Active
3029,MIDAS site at M62/1389A priority 1 on link 200124564; GPS Ref: 371878;395332; Eastbound,M62/1389A,-2.4249507599999998,53.45400288,Inactive
3030,MIDAS site at M5/8317J priority 1 on link 102018801; GPS Ref: 361186;183534; Southbound,M5/8317J,-2.561162892,51.549352,Active
3031,MIDAS site at M25/4938B priority 1 on link 200045646; GPS Ref: 504234;177169; Anti-clockwise,M25/4938B,-0.5002524660000001,51.48388042,Active
3032,MIDAS site at M27/9416A priority 1 on link 200047089; GPS Ref: 461503;106634; Eastbound,M27/9416A,-1.127585607,50.8559491,Active
3033,MIDAS site at M1/3833B priority 1 on link 107031501; GPS Ref: 447183;325738; Southbound,M1/3833B,-1.301180013,52.82713066,Inactive
3034,MIDAS site at A14/1254J priority 1 on link 106026801; GPS Ref: 567139;266655; Northbound,A14/1254J,0.44826524300000004,52.27265852,Active
3035,MIDAS site at M62/2313B priority 1 on link 200017492; GPS Ref: 446036;423996; Westbound,M62/2313B,-1.304019975,53.71038182,Active
3036,MIDAS site at M1/3460B priority 8 on link 107033901; GPS Ref: 455995;291726; Southbound,M1/3460B,-1.176178153,52.52056359,Inactive
3037,MIDAS site at M1/2374A priority 1 on link 200047643; GPS Ref: 509742;206982; Northbound,M1/2374A,-0.411630708,51.75079974,Active
3038,MIDAS site at M25/4093L priority 1 on link 200045595; GPS Ref: 555693;172459; Anti-clockwise,M25/4093L,0.23826109999999998,51.42975032,Inactive
3039,MIDAS site at M27/9382A priority 1 on link 103010501; GPS Ref: 458286;107567; Eastbound,M27/9382A,-1.173136653,50.86467156,Active
3040,MIDAS site at A46/1768B priority 1 on link 200045885; GPS Ref: 426517;263352; Southbound,A46/1768B,-1.612837227,52.26770665,Active
3041,MIDAS site at M4/3270A priority 1 on link 102005301; GPS Ref: 415828;181705; Westbound,M4/3270A,-1.773191637,51.53403232,Active
3042,MIDAS site at M1/2839A priority 8 on link 123017701; GPS Ref: 486403;242993; Northbound,M1/2839A,-0.740605072,52.07857554,Inactive
3043,MIDAS site at M4/3319A priority 1 on link 102005301; GPS Ref: 411134;182634; Westbound,M4/3319A,-1.840836811,51.54249687,Active
3044,MIDAS site at M25/4955L priority 1 on link 199003301; GPS Ref: 504632;178814; Anti-clockwise,M25/4955L,-0.49403528700000005,51.49859308,Active
3045,MIDAS site at M1/4162B priority 1 on link 107032001; GPS Ref: 446439;355296; Southbound,M1/4162B,-1.307998055,53.09287951,Inactive
3046,MIDAS site at M602/6067A priority 1 on link 115042101; GPS Ref: 381205;398239; Eastbound,M602/6067A,-2.28467481,53.48055056,Inactive
3047,MIDAS site at M25/5843J priority 1 on link 199065401; GPS Ref: 557471;181164; Clockwise,M25/5843J,0.267691086,51.50746993,Active
3048,MIDAS site at M4/3705B priority 1 on link 102004102; GPS Ref: 374754;177996; Eastbound,M4/3705B,-2.365090567,51.50033064,Active
3049,MIDAS site at M2/8482A priority 4 on link 200008377; GPS Ref: 572946;166418; Eastbound,M2/8482A,0.48326378000000003,51.37048444,Inactive
3050,MIDAS site at M42/6522J priority 1 on link 126108601; GPS Ref: 418389;292710; Northbound,M42/6522J,-1.7303418270000002,52.53196582,Active
3051,MIDAS site at M6/7496B priority 1 on link 117007901; GPS Ref: 358200;429825; Southbound,M6/7496B,-2.635553168,53.76310447,Active
3052,MIDAS site at A1M/9902A priority 1 on link 118013501; GPS Ref: 438344;468335; Northbound,A1M/9902A,-1.415012578,54.10948776,Active
3053,MIDAS site at M11/6400A priority 1 on link 200021668; GPS Ref: 550628;215310; Northbound,M11/6400A,0.18386891300000002,51.81613216,Active
3054,MIDAS site at M56/8256A priority 1 on link 110004201; GPS Ref: 369277;385111; Westbound,M56/8256A,-2.463118415,53.36198857,Active
3055,MIDAS site at M1/4561L priority 1 on link 116017401; GPS Ref: 443204;389275; Southbound,M1/4561L,-1.351706063,53.39856021,Inactive
3056,MIDAS site at M2/8518B priority 6 on link 200008378; GPS Ref: 574534;163263; Westbound,M2/8518B,0.5045082510000001,51.34165694,Inactive
3057,MIDAS site at M27/9220B priority 1 on link 103012701; GPS Ref: 446599;115305; Westbound,M27/9220B,-1.338208019,50.93530747,Inactive
3058,MIDAS site at M25/4605B priority 10 on link 199131801; GPS Ref: 518250;156380; Anti-clockwise,M25/4605B,-0.30540348700000003,51.29427839,Active
3059,MIDAS site at M4/2531A priority 1 on link 105007301; GPS Ref: 482934;173158; Westbound,M4/2531A,-0.8078646020000001,51.45134421,Inactive
3060,MIDAS site at M5/7461A priority 1 on link 109001901; GPS Ref: 388639;255091; Southbound,M5/7461A,-2.167617519,52.19394957,Active
3061,MIDAS site at A14/1423A priority 1 on link 106033101; GPS Ref: 583570;265041; Eastbound,A14/1423A,0.687934299,52.25292943,Active
3062,MIDAS site at M25/4787B priority 1 on link 103040001; GPS Ref: 504554;163703; Anti-clockwise,M25/4787B,-0.49961442100000003,51.36277991,Active
3063,MIDAS site at M1/4583A priority 1 on link 116026901; GPS Ref: 441157;389583; Northbound,M1/4583A,-1.38244916,53.40149103,Inactive
3064,MIDAS Site at M20/6590M priority 1 on link 104029402; GPS Ref: 577669;157402; Westbound,M20/6590M,0.546551872,51.28803773,Active
3065,MIDAS site at M6/5371M priority 1 on link 111018002; GPS Ref: 451624;279164; Southbound,M6/5371M,-1.242527666,52.40807087,Active
3066,MIDAS site at M4/3350A priority 1 on link 102004601; GPS Ref: 408382;184036; Westbound,M4/3350A,-1.8804870180000002,51.55515014,Active
3067,MIDAS site at M6/6930A priority 2 on link 110006101; GPS Ref: 369672;381082; Northbound,M6/6930A,-2.456795363,53.3257974,Inactive
3068,MIDAS site at M1/3080A priority 1 on link 108018601; GPS Ref: 468732;259090; Northbound,M1/3080A,-0.9951651290000001,52.22574944,Active
3069,MIDAS site at M62/1682M priority 1 on link 200116679; GPS Ref: 392838;411539; Westbound,M62/1682M,-2.109694915,53.60038385,Active
3070,MIDAS site at M60/9304A priority 1 on link 115017701; GPS Ref: 381579;405264; Clockwise,M60/9304A,-2.279453503,53.54370572,Inactive
3071,MIDAS site at M5/8341B priority 1 on link 102020801; GPS Ref: 359232;182205; Northbound,M5/8341B,-2.58918765,51.53726423,Active
3072,MIDAS site at M25/5232A priority 1 on link 108024202; GPS Ref: 512104;203206; Clockwise,M25/5232A,-0.378642413,51.716394030000004,Active
3073,MIDAS site at M27/9160A priority 1 on link 103012601; GPS Ref: 441535;117459; Eastbound,M27/9160A,-1.410025987,50.95506264,Active
3074,MIDAS site at M25/5364A priority 1 on link 199066201; GPS Ref: 524786;200103; Clockwise,M25/5364A,-0.196269364,51.68583187,Active
3075,MIDAS site at M1/2949B priority 7 on link 123017901; GPS Ref: 478991;251261; Southbound,M1/2949B,-0.846824105,52.15400227,Inactive
3076,MIDAS site at A1M/9842B priority 1 on link 118013801; GPS Ref: 440055;462639; Southbound,A1M/9842B,-1.389595132,54.05816844,Active
3077,MIDAS site at M4/3100B priority 1 on link 123002601; GPS Ref: 431023;175899; Eastbound,M4/3100B,-1.554637449,51.48120151,Active
3078,MIDAS site at M56/8088M priority 1 on link 115005702; GPS Ref: 383215;388833; Eastbound,M56/8088M,-2.253884482,53.39607311,Active
3079,MIDAS site at M4/3869A priority 1 on link 102020502; GPS Ref: 361702;183926; Westbound,M4/3869A,-2.553764199,51.55291196,Active
3080,MIDAS site at M1/2607B priority 1 on link 123018801; GPS Ref: 503087;228640; Southbound,M1/2607B,-0.501547199,51.94672398,Active
3081,MIDAS site at A1M/9872L priority 1 on link 118006101; GPS Ref: 439408;465558; Southbound,A1M/9872L,-1.399099933,54.08445106,Active
3082,MIDAS site at A1M/9650K priority 1 on link 199075502; GPS Ref: 440718;445981; Northbound,A1M/9650K,-1.381686975,53.90840975,Active
3083,MIDAS site at M4/2245A priority 1 on link 199000201; GPS Ref: 507842;178507; Westbound,M4/2245A,-0.44790299200000006,51.49523085,Active
3084,MIDAS site at M25/5064A priority 1 on link 200127429; GPS Ref: 501844;189925; Clockwise,M25/5064A,-0.5309715150000001,51.59897322,Active
3085,MIDAS site at M1/5176A priority 1 on link 116024401; GPS Ref: 443092;434644; Northbound,M1/5176A,-1.3471382219999999,53.80632962,Active
3086,MIDAS site at M5/7973L priority 1 on link 102015601; GPS Ref: 380102;211075; Northbound,M5/7973L,-2.289939737,51.79796991,Active
3087,MIDAS site at M1/2373B priority 1 on link 200127124; GPS Ref: 509837;206910; Southbound,M1/2373B,-0.410277812,51.75013402,Active
3088,MIDAS site at A2/8318L priority 1 on link 104046701; GPS Ref: 558899;172686; Westbound,A2/8318L,0.28444223,51.4309001,Active
3089,MIDAS site at M25/4281B priority 1 on link 125019301; GPS Ref: 547807;156272; Anti-clockwise,M25/4281B,0.11818639500000001,51.28641047,Active
3090,MIDAS site at A20/7112K priority 1 on link 104022302; GPS Ref: 622188;138919; Eastbound,A20/7112K,1.172614526,51.10648984,Active
3091,MIDAS site at M2/8506B priority 2 on link 200008378; GPS Ref: 574031;164339; Westbound,M2/8506B,0.497819475,51.35147688,Inactive
3092,MIDAS site at M11/6886A priority 1 on link 199050301; GPS Ref: 542070;259348; Northbound,M11/6886A,0.07805988100000001,52.21405024,Active
3093,MIDAS site at M62/1990B priority 1 on link 123031701; GPS Ref: 417364;425289; Westbound,M62/1990B,-1.7383289240000002,53.72373554,Active
3094,MIDAS site at M1/4735A priority 1 on link 116018901; GPS Ref: 433999;402560; Northbound,M1/4735A,-1.488704427,53.51863822,Active
3095,MIDAS site at M62/2163J priority 1 on link 116022602; GPS Ref: 432187;426356; Eastbound,M62/2163J,-1.513582842,53.73262606,Active
3096,MIDAS site at M60/9078A priority 1 on link 115027601; GPS Ref: 381669;390888; Clockwise,M60/9078A,-2.2772539480000002,53.41449271,Active
3097,MIDAS site at A249/8646B priority 1 on link 104041002; GPS Ref: 585445;162123; Southbound,A249/8646B,0.6603944890000001,51.32796639,Active
3098,MIDAS site at M1/2617B priority 1 on link 200113964; GPS Ref: 502558;229348; Southbound,M1/2617B,-0.50903008,51.9531851,Active
3099,MIDAS site at M1/3954A priority 1 on link 123013701; GPS Ref: 447267;337445; Northbound,M1/3954A,-1.298239273,52.93235366,Active
3100,MIDAS site at M23/3431K priority 1 on link 103064301; GPS Ref: 530528;141409; Southbound,M23/3431K,-0.134849781,51.15705137,Inactive
3101,MIDAS site at M6/5513A priority 1 on link 111017701; GPS Ref: 438017;282652; Northbound,M6/5513A,-1.4421509540000002,52.44053939,Inactive
3102,MIDAS site at M32/5035A priority 1 on link 200044281; GPS Ref: 361175;175987; Northbound,M32/5035A,-2.560486695,51.4814953,Active
3103,MIDAS site at M42/6482B priority 1 on link 126109802; GPS Ref: 419275;288908; Southbound,M42/6482B,-1.717500229,52.49775582,Active
3104,MIDAS site at M62/2168A priority 1 on link 116020702; GPS Ref: 432643;426046; Eastbound,M62/2168A,-1.506703417,53.7298116,Active
3105,MIDAS site at M4/3084B priority 1 on link 105003402; GPS Ref: 432356;175035; Eastbound,M4/3084B,-1.535521237,51.47335853,Active
3106,MIDAS site at A1M/9410A priority 1 on link 200120233; GPS Ref: 523622;216765; Northbound,A1M/9410A,-0.207177356,51.83582806,Active
3107,MIDAS site at A1M/9543B priority 1 on link 200125071; GPS Ref: 443638;436089; Southbound,A1M/9543B,-1.338643708,53.81927116,Active
3108,MIDAS Site at M20/6599L priority 1 on link 104018201; GPS Ref: 578412;157422; Westbound,M20/6599L,0.557205806,51.28798535,Active
3109,MIDAS site at M1/2606M priority 1 on link 123018802; GPS Ref: 503090;228661; Southbound,M1/2606M,-0.5014972790000001,51.94691217,Active
3110,MIDAS site at M1/2346L priority 1 on link 108024501; GPS Ref: 511247;204693; Southbound,M1/2346L,-0.39056966600000004,51.72992949,Active
3111,MIDAS site at M60/9116A priority 1 on link 200045971; GPS Ref: 379112;393454; Clockwise,M60/9116A,-2.315893659,53.43746146,Active
3112,MIDAS site at A1M/9530B priority 1 on link 200013590; GPS Ref: 443652;434552; Southbound,A1M/9530B,-1.338648328,53.80545629,Active
3113,MIDAS site at M4/2471A priority 1 on link 105007301; GPS Ref: 486977;177398; Westbound,M4/2471A,-0.748653988,51.48885418,Inactive
3114,MIDAS site at M65/4057A priority 1 on link 117022101; GPS Ref: 360786;424638; Eastbound,M65/4057A,-2.595667492,53.71668793,Active
3115,MIDAS site at M40/9233K priority 1 on link 199010102; GPS Ref: 447001;242096; Northbound,M40/9233K,-1.315622231,52.07525103,Active
3116,MIDAS site at M25/4076A priority 1 on link 104036901; GPS Ref: 555728;173207; Clockwise,M25/4076A,0.23909284,51.43646118,Active
3117,MIDAS site at M5/7471B priority 1 on link 109001601; GPS Ref: 388424;254142; Northbound,M5/7471B,-2.170730125,52.18541305,Inactive
3118,MIDAS site at A14/0406B priority 1 on link 108036901; GPS Ref: 492644;276754; Westbound,A14/0406B,-0.640329488,52.38101024,Inactive
3119,MIDAS site at M42/6638B priority 1 on link 111022301; GPS Ref: 424889;301821; Southbound,M42/6638B,-1.633841961,52.61361502,Inactive
3120,MIDAS site at M1/4030A priority 1 on link 107033201; GPS Ref: 451350;343681; Northbound,M1/4030A,-1.236517524,52.98803164,Active
3121,MIDAS site at M69/8238B priority 1 on link 107034702; GPS Ref: 453150;300040; Southbound,M69/8238B,-1.216774879,52.59558249,Active
3122,MIDAS site at A2/8312J priority 1 on link 104050001; GPS Ref: 558319;172671; Eastbound,A2/8312J,0.276099184,51.43092755,Active
3123,MIDAS site at M1/4612A priority 2 on link 116025702; GPS Ref: 439258;391836; Northbound,M1/4612A,-1.410729453,53.42188592,Inactive
3124,MIDAS site at M6/5795B priority 1 on link 112004701; GPS Ref: 413098;290120; Southbound,M6/5795B,-1.80844012,52.50883276,Active
3125,MIDAS site at M6/5822B priority 1 on link 112004701; GPS Ref: 410448;289693; Southbound,M6/5822B,-1.847499213,52.50505068,Active
3126,MIDAS site at M1/4240A priority 3 on link 114008902(Non-monitoring MIDAS); GPS Ref: 445139;362407; Northbound,M1/4240A,-1.326411157,53.15690659,Inactive
3127,MIDAS site at M60/9478J priority 1 on link 115028901; GPS Ref: 390984;396988; Clockwise,M60/9478J,-2.1372866950000002,53.46956578,Active
3128,MIDAS Site at M20/6635B priority 7 on link 104029301; GPS Ref: 581473;155759; Westbound,M20/6635B,0.6002133190000001,51.27208105,Inactive
3129,MIDAS site at M1/2363B priority 1 on link 108024501; GPS Ref: 510540;206192; Southbound,M1/2363B,-0.40032662900000004,51.74354233,Active
3130,MIDAS site at M25/5381B priority 1 on link 199066301; GPS Ref: 526395;200139; Anti-clockwise,M25/5381B,-0.172993531,51.68579579,Active
3131,MIDAS site at M1/4337M priority 1 on link 200045955; GPS Ref: 444667;371940; Southbound,M1/4337M,-1.3321397240000001,53.24263084,Inactive
3132,MIDAS site at M25/4854B priority 1 on link 103049601; GPS Ref: 501614;169369; Anti-clockwise,M25/4854B,-0.5402088460000001,51.41424384,Active
3133,MIDAS site at M5/7808A priority 1 on link 199103301; GPS Ref: 389662;222923; Southbound,M5/7808A,-2.151667241,51.904756,Active
3134,MIDAS site at M6/6615K priority 1 on link 110005001; GPS Ref: 377639;352649; Northbound,M6/6615K,-2.3351846529999998,53.07061997,Inactive
3135,MIDAS site at M4/3175B priority 1 on link 123002502; GPS Ref: 424871;179640; Eastbound,M4/3175B,-1.6429650150000001,51.51514106,Active
3136,MIDAS site at M1/4567A priority 1 on link 116026901; GPS Ref: 442623;389045; Northbound,M1/4567A,-1.3604742220000001,53.39653995,Inactive
3137,MIDAS site at M25/5304B priority 1 on link 199002701; GPS Ref: 519794;203103; Anti-clockwise,M25/5304B,-0.267415818,51.71388046,Active
3138,MIDAS site at M4/2197B priority 4 on link 125039801; GPS Ref: 512499;177838; Eastbound,M4/2197B,-0.38105879400000003,51.48831058,Active
3139,MIDAS site at M62/1286B priority 1 on link 199087501; GPS Ref: 362295;392057; Westbound,M62/1286B,-2.568861149,53.42396711,Inactive
3140,MIDAS site at M5/7260B priority 1 on link 199097003; GPS Ref: 395320;273280; Northbound,M5/7260B,-2.070136735,52.35757346,Inactive
3141,MIDAS Site at M20/6595A priority 3 on link 104029001; GPS Ref: 578019;157404; Eastbound,M20/6595A,0.5515667,51.28794654,Active
3142,MIDAS site at M5/8355M priority 1 on link 102018402; GPS Ref: 358158;181388; Northbound,M5/8355M,-2.604574172,51.52983976,Active
3143,MIDAS site at M6/6604B priority 1 on link 123007501; GPS Ref: 377866;351525; Southbound,M6/6604B,-2.331719096,53.06052591,Active
3144,MIDAS site at M1/4214B priority 6 on link 114008102(Non-monitoring MIDAS); GPS Ref: 444952;359861; Southbound,M1/4214B,-1.329563729,53.13403844,Inactive
3145,MIDAS site at M25/5123J priority 1 on link 199004701; GPS Ref: 504079;196025; Clockwise,M25/5123J,-0.496902838,51.65339427,Active
3146,MIDAS site at M5/8319J priority 1 on link 102015301; GPS Ref: 360995;183437; Southbound,M5/8319J,-2.56390663,51.54846661,Active
3147,MIDAS site at M1/2633A priority 1 on link 200113967; GPS Ref: 501558;230616; Northbound,M1/2633A,-0.5232020390000001,51.96476512,Active
3148,MIDAS site at A1M/9628B priority 1 on link 199076201; GPS Ref: 441935;443810; Southbound,A1M/9628B,-1.363459313,53.88880201,Active
3149,MIDAS site at M4/2295A4 priority 1 on link 105009001; GPS Ref: 502816;178156; Westbound,M4/2295A4,-0.520379558,51.49301154,Active
3150,MIDAS site at M62/2017B priority 1 on link 116033001; GPS Ref: 418782;427558; Westbound,M62/2017B,-1.7167028910000002,53.74408046,Active
3151,MIDAS site at M25/4475B priority 3 on link 103063502; GPS Ref: 529463;153459; Anti-clockwise,M25/4475B,-0.14572741,51.26559136,Active
3152,MIDAS site at M42/6370A priority 1 on link 112006501; GPS Ref: 417240;278658; Northbound,M42/6370A,-1.74800129,52.40567644,Active
3153,MIDAS site at M25/5847J priority 1 on link 199065401; GPS Ref: 557499;180767; Clockwise,M25/5847J,0.267917085,51.50389525,Active
3154,MIDAS site at M1/4124B priority 1 on link 107032202; GPS Ref: 448865;352366; Southbound,M1/4124B,-1.272218504,53.06632707,Active
3155,MIDAS site at M1/3681B priority 1 on link 107030901; GPS Ref: 447926;311195; Southbound,M1/3681B,-1.292273462,52.69633974,Inactive
3156,MIDAS site at M25/5142A priority 1 on link 125024001; GPS Ref: 504703;197956; Clockwise,M25/5142A,-0.487308467,51.67063513,Active
3157,MIDAS site at M25/4378A priority 1 on link 199121802; GPS Ref: 538586;154049; Clockwise,M25/4378A,-0.014816769,51.2687496,Active
3158,MIDAS site at A20/7224A priority 1 on link 104025002; GPS Ref: 632877;141581; Eastbound,A20/7224A,1.325150534,51.12569176,Inactive
3159,MIDAS site at M4/3498B priority 1 on link 102004801; GPS Ref: 394855;179601; Eastbound,M4/3498B,-2.075531818,51.5153077,Active
3160,MIDAS site at M5/7087J priority 1 on link 112007801; GPS Ref: 398947;288520; Southbound,M5/7087J,-2.016932694,52.49460287,Inactive
3161,MIDAS site at M40/8970M priority 1 on link 105018702; GPS Ref: 455469;219000; Southbound,M40/8970M,-1.195801607,51.86683619,Active
3162,MIDAS site at M62/2170L priority 1 on link 116021201; GPS Ref: 432810;425968; Westbound,M62/2170L,-1.504180461,53.7291001,Active
3163,MIDAS site at A14/2028B priority 1 on link 106053402; GPS Ref: 625294;239686; Westbound,A14/2028B,1.281427539,52.00986408,Active
3164,MIDAS site at M42/6736A priority 1 on link 107037901; GPS Ref: 430487;309756; Northbound,M42/6736A,-1.550440292,52.68466182,Inactive
3165,MIDAS site at M56/5102B priority 1 on link 115002701; GPS Ref: 382169;388715; Eastbound,M56/5102B,-2.2696074790000003,53.39497793,Active
3166,MIDAS site at M6/7171A priority 1 on link 117015801; GPS Ref: 356547;399740; Northbound,M6/7171A,-2.6564172839999998,53.49257642,Active
3167,MIDAS site at M3/2126A priority 1 on link 103044902; GPS Ref: 445175;122030; Westbound,M3/2126A,-1.357638822,50.99589125,Active
3168,MIDAS site at M6/6897A priority 1 on link 110006501; GPS Ref: 372471;379407; Northbound,M6/6897A,-2.414627172,53.31089534,Inactive
3169,MIDAS site at M4/2604B priority 1 on link 105005001; GPS Ref: 476666;169932; Eastbound,M4/2604B,-0.898745309,51.42322402,Inactive
3170,MIDAS site at M25/5785L priority 1 on link 199056101; GPS Ref: 558827;186780; Anti-clockwise,M25/5785L,0.28974420700000003,51.5575472,Active
3171,MIDAS site at M1/2347A priority 1 on link 200047543; GPS Ref: 511193;204807; Northbound,M1/2347A,-0.39131499200000003,51.73096481,Active
3172,MIDAS site at M42/6252A priority 1 on link 111001801; GPS Ref: 409171;272689; Northbound,M42/6252A,-1.8667705680000002,52.3522072,Active
3173,MIDAS site at M5/9092B priority 1 on link 102034202; GPS Ref: 324190;122747; Northbound,M5/9092B,-3.081725616,50.99909523,Active
3174,MIDAS site at M42/6514A priority 1 on link 126108901; GPS Ref: 418493;291918; Northbound,M42/6514A,-1.728852576,52.52484232,Active
3175,MIDAS site at M1/3548J priority 1 on link 107028401; GPS Ref: 454600;300362; Northbound,M1/3548J,-1.195318263,52.59833332,Active
3176,MIDAS site at M40/8967K priority 1 on link 105013701; GPS Ref: 454112;218027; Northbound,M40/8967K,-1.215659846,51.85822172,Active
3177,MIDAS site at M1/3945L priority 1 on link 199017102; GPS Ref: 447150;336523; Southbound,M1/3945L,-1.300113219,52.92407637,Active
3178,MIDAS site at M1/4667A priority 1 on link 116025101; GPS Ref: 436610;396480; Northbound,M1/4667A,-1.4500355360000001,53.46381637,Inactive
3179,MIDAS site at M25/5672B priority 1 on link 200047941; GPS Ref: 553083;195982; Anti-clockwise,M25/5672B,0.21096557400000002,51.64181226,Active
3180,MIDAS site at M25/5599L priority 1 on link 199063802; GPS Ref: 546831;199601; Southbound,M25/5599L,0.122197999,51.67599488,Active
3181,MIDAS site at M4/2709B priority 1 on link 123030901; GPS Ref: 466810;170176; Eastbound,M4/2709B,-1.040425156,51.42666363,Inactive
3182,MIDAS site at A1M/9564A priority 1 on link 199079001; GPS Ref: 443594;437890; Northbound,A1M/9564A,-1.3390576840000001,53.83546121,Active
3183,MIDAS site at A14/2098A priority 1 on link 106051101; GPS Ref: 628300;234746; Eastbound,A14/2098A,1.321864278,51.96429806,Active
3184,MIDAS site at M40/9675A priority 1 on link 111001601; GPS Ref: 415440;270792; Northbound,M40/9675A,-1.7748181550000002,52.33501419,Active
3185,MIDAS site at M25/5437A priority 1 on link 199055701; GPS Ref: 531655;200763; Clockwise,M25/5437A,-0.096712422,51.69019484,Active
3186,MIDAS site at M25/5606A priority 1 on link 125024101; GPS Ref: 547745;199726; Clockwise,M25/5606A,0.135459779,51.67687865,Active
3187,MIDAS site at A194M/9537A priority 1 on link 120008401; GPS Ref: 428324;556433; Northbound,A194M/9537A,-1.559849491,54.90183188,Active
3188,MIDAS site at A14/1895B priority 1 on link 106049501; GPS Ref: 613288;241696; Westbound,A14/1895B,1.108023659,52.03264884,Active
3189,MIDAS site at M4/2298B priority 1 on link 199003201; GPS Ref: 502519;178179; Eastbound,M4/2298B,-0.524649511,51.49327215,Active
3190,MIDAS site at M11/6237K priority 1 on link 199063303; GPS Ref: 547038;200074; Northbound,M11/6237K,0.125388503,51.68019088,Active
3191,MIDAS site at A1M/9760A priority 1 on link 118013703; GPS Ref: 441860;454812; Northbound,A1M/9760A,-1.363097884,53.98768409,Active
3192,MIDAS site at M25/4947B priority 1 on link 199000502; GPS Ref: 504598;177987; Anti-clockwise,M25/4947B,-0.49477009200000005,51.49116594,Active
3193,MIDAS site at M4/3864M priority 1 on link 102019302; GPS Ref: 361991;183481; Eastbound,M4/3864M,-2.5495478570000003,51.54893047,Active
3194,MIDAS site at M6/6000B priority 1 on link 112001501; GPS Ref: 398905;300491; Southbound,M6/6000B,-2.017595422,52.60222095,Active
3195,MIDAS site at M42/6699B priority 1 on link 111022301; GPS Ref: 428385;306741; Southbound,M42/6699B,-1.5817920330000002,52.65767248,Inactive
3196,MIDAS site at M602/6007A priority 1 on link 115022101; GPS Ref: 375292;399162; Eastbound,M602/6007A,-2.3738436529999998,53.48860046,Active
3197,MIDAS site at M25/5821A priority 1 on link 199065401; GPS Ref: 558003;183271; Clockwise,M25/5821A,0.276294117,51.52625195,Active
3198,MIDAS site at M3/2139B priority 1 on link 103045001; GPS Ref: 444723;120841; Eastbound,M3/2139B,-1.364225357,50.98523512,Active
3199,MIDAS site at M1/3966B priority 1 on link 199017102; GPS Ref: 448139;338252; Southbound,M1/3966B,-1.285148117,52.93953023,Active
3200,MIDAS site at M1/3033A priority 1 on link 108019201; GPS Ref: 473057;256987; Northbound,M1/3033A,-0.932312142,52.20628976,Active
3201,MIDAS site at M6/5356A priority 1 on link 111017901; GPS Ref: 453062;279003; Northbound,M6/5356A,-1.221416106,52.40648633,Active
3202,MIDAS site at A2/8305A priority 1 on link 200045587; GPS Ref: 557664;172408; Eastbound,A2/8305A,0.26656772300000003,51.42874707,Active
3203,MIDAS site at M1/2223B priority 1 on link 199111802; GPS Ref: 516853;194647; Southbound,M1/2223B,-0.312792193,51.63850241,Active
