Id,Name,Description,Longitude,Latitude,Status
9598,TMU RADAR site 9990/2 on A421 southbound between A428 and M1; GPS Ref: 497431;240111; Southbound,9990/2,-0.5805559748,52.0508445415,Inactive
9599,TMU RADAR site 9991/1 on A421 northbound exit for A6; GPS Ref: 504180;246500; Northbound,9991/1,-0.4802226889,52.1070400335,Inactive
9600,TMU RADAR site 9991/2 on A421 northbound within the A6 junction; GPS Ref: 504181;246489; Northbound,9991/2,-0.4802114462,52.1069409822,Inactive
9601,TMU RADAR site 9991/3 on A421 southbound access from A6; GPS Ref: 504240;246480; Southbound,9991/3,-0.4793530257,52.1068489915,Inactive
9602,TMU RADAR site 9991/4 on A421 southbound within the A6 junction; GPS Ref: 504229;246488; Southbound,9991/4,-0.47951114180000004,52.1069229624,Inactive
9604,TMU Site 6793/1 on link A14 J9 westbound exit; GPS Ref: 487933;275648; Westbound,6793/1,-0.7098121142,52.3718448867,Inactive
9605,TMU Site 6793/2 on link A14 westbound within J9; GPS Ref: 487931;275666; Westbound,6793/2,-0.7098367737,52.3720069902,Inactive
9608,TMU Site 7072/1 on A160 eastbound between A180 and A1077; GPS Ref: 513704;415004; Eastbound,7072/1,-0.2824748468,53.6192647769,Active
9609,MIDAS site at A1M/9363K priority 1 on link 108008502; GPS Ref: 522341;212420; Northbound,A1M/9363K,-0.227292661,51.79706243,Active
9610,MIDAS site at M62/2535B priority 1 on link 199084301; GPS Ref: 466990;420932; Westbound,M62/2535B,-0.98726817,53.68058458,Active
9611,MIDAS site at M18/7567A priority 1 on link 116009301; GPS Ref: 450443;393551; Northbound,M18/7567A,-1.242163299,53.43635258,Active
9612,MIDAS site at M18/7649A priority 1 on link 116008802; GPS Ref: 456779;398530; Northbound,M18/7649A,-1.145904726,53.48045869,Active
9614,MIDAS site at M1/2281L priority 1 on link 108024901; GPS Ref: 512705;198502; Southbound,M1/2281L,-0.37146538900000003,51.67399659,Active
9615,MIDAS site at M11/6748K priority 1 on link 199049001; GPS Ref: 546416;246788; Northbound,M11/6748K,0.136213996,52.10007065,Active
9616,MIDAS site at M18/7541A priority 1 on link 116007801; GPS Ref: 449552;391108; Northbound,M18/7541A,-1.255956867,53.41447952,Active
9617,MIDAS site at A1M/2221K priority 1 on link 199047401; GPS Ref: 515847;291003; Northbound,A1M/2221K,-0.29465102,52.5046448,Active
9620,MIDAS site at M1/4482L priority 1 on link 116016901; GPS Ref: 447821;385598; Southbound,M1/4482L,-1.282830165,53.36511591,Active
9621,MIDAS site at M18/7569B priority 1 on link 116009601; GPS Ref: 450565;393731; Southbound,M18/7569B,-1.240298255,53.43795873,Active
9622,MIDAS site at M6/5605B priority 1 on link 200124409; GPS Ref: 429718;285948; Southbound,M6/5605B,-1.563940015,52.47068034,Inactive
9623,MIDAS site at A3M/5040J priority 1 on link 103026101; GPS Ref: 469632;109147; Southbound,A3M/5040J,-1.011635313,50.87762354,Active
9624,MIDAS site at M4/2368J priority 1 on link 105002501; GPS Ref: 496350;179040; Westbound,M4/2368J,-0.613248005,51.50209555,Active
9626,MIDAS site at M18/7553B priority 1 on link 116007902; GPS Ref: 449910;392264; Southbound,M18/7553B,-1.250388796,53.42483579,Active
9627,MIDAS site at M27/9322J priority 1 on link 103003401; GPS Ref: 452504;108681; Eastbound,M27/9322J,-1.255130337,50.87523973,Active
9628,MIDAS site at M1/4173J priority 1 on link 114006601; GPS Ref: 445676;355923; Northbound,M1/4173J,-1.319301903,53.09858106,Active
9629,MIDAS site at M18/7654B priority 1 on link 116008601; GPS Ref: 457206;398838; Southbound,M18/7654B,-1.1394154140000001,53.48318071,Active
9630,MIDAS site at M4/2368M priority 1 on link 105007902; GPS Ref: 496340;179110; Eastbound,M4/2368M,-0.6133729330000001,51.50272648,Active
9631,MIDAS site at M1/2241B priority 1 on link 125038801; GPS Ref: 515296;195524; Southbound,M1/2241B,-0.334992628,51.64670588,Active
9632,MIDAS site at M18/7517A priority 1 on link 116007305; GPS Ref: 448588;388943; Northbound,M18/7517A,-1.2707916400000001,53.39511034,Active
9633,MIDAS site at M11/6242B priority 1 on link 199064203; GPS Ref: 547352;200417; Southbound,M11/6242B,0.130071434,51.68319065,Active
9634,MIDAS site at A1M/2153L priority 1 on link 199045301; GPS Ref: 517271;284530; Southbound,A1M/2153L,-0.275955742,52.44617435,Active
9635,MIDAS site at M27/9391J priority 1 on link 103003101; GPS Ref: 459101;107206; Eastbound,M27/9391J,-1.161615107,50.8613428,Active
9637,MIDAS site at M1/4173B priority 1 on link 114007801; GPS Ref: 445636;355981; Southbound,M1/4173B,-1.319891027,53.09910581,Active
9638,MIDAS site at M40/8296J priority 1 on link 200094192; GPS Ref: 504590;185715; Westbound,M40/8296J,-0.49259168000000003,51.56062977,Active
9639,MIDAS site at M1/2276J priority 1 on link 108017601; GPS Ref: 513008;198104; Northbound,M1/2276J,-0.36721390600000003,51.6703587,Active
9642,MIDAS site at M27/9252L priority 1 on link 103002501; GPS Ref: 447980;113148; Westbound,M27/9252L,-1.318839853,50.91579919,Inactive
9643,MIDAS site at M11/6859K priority 1 on link 199049601; GPS Ref: 541874;256640; Northbound,M11/6859K,0.074060159,52.18977033,Active
9644,MIDAS site at M18/7554K priority 1 on link 116007701; GPS Ref: 449899;392364; Northbound,M18/7554K,-1.250538533,53.42573563,Active
9647,MIDAS site at M62/2564B priority 1 on link 199083101; GPS Ref: 469470;422352; Westbound,M62/2564B,-0.94941095,53.69302236,Active
9648,MIDAS site at M1/4450A priority 1 on link 116026402; GPS Ref: 447465;382420; Northbound,M1/4450A,-1.288655456,53.33658509,Active
9649,MIDAS site at M18/7596B priority 1 on link 116009601; GPS Ref: 452366;395617; Southbound,M18/7596B,-1.212877467,53.45473412,Active
9650,MIDAS site at M4/3099J priority 1 on link 123003101; GPS Ref: 431113;175785; Westbound,M4/3099J,-1.55335147,51.48017158,Active
9652,MIDAS site at M1/4402A priority 1 on link 123015301; GPS Ref: 447231;377825; Northbound,M1/4402A,-1.292850534,53.29530656,Active
9653,MIDAS site at M1/4517L priority 1 on link 116007303; GPS Ref: 447523;388994; Northbound,M1/4517L,-1.286798294,53.39566539,Active
9654,MIDAS site at M1/4423A priority 1 on link 123015401; GPS Ref: 447875;379852; Northbound,M1/4423A,-1.282885517,53.31346787,Active
9657,MIDAS site at M3/2171J priority 1 on link 103007701; GPS Ref: 442930;118231; Eastbound,M3/2171J,-1.390075196,50.96190235,Active
9658,MIDAS site at M1/2281K priority 1 on link 108025502; GPS Ref: 512656;198475; Northbound,M1/2281K,-0.37218236,51.67376375,Active
9659,MIDAS site at M18/7537B priority 1 on link 116007601; GPS Ref: 449460;390721; Southbound,M18/7537B,-1.257401428,53.41100984,Active
9661,MIDAS site at M1/4462B priority 1 on link 123015501; GPS Ref: 447457;383607; Southbound,M1/4462B,-1.288597945,53.34725419,Active
9662,MIDAS site at M27/9266J priority 1 on link 103002101; GPS Ref: 448278;111774; Eastbound,M27/9266J,-1.314782457,50.90341962,Inactive
9663,MIDAS site at A27/9496A priority 1 on link 103014001; GPS Ref: 468517;104921; Eastbound,A27/9496A,-1.028271843,50.83975963,Active
9664,MIDAS site at M1/2216K priority 1 on link 199111901; GPS Ref: 517476;194351; Northbound,M1/2216K,-0.303893016,51.63571235,Active
9665,MIDAS site at M18/7670J priority 1 on link 116005901; GPS Ref: 458637;399476; Northbound,M18/7670J,-1.117734673,53.48875767,Active
9666,MIDAS site at M1/2317M priority 1 on link 108023602; GPS Ref: 512010;201887; Southbound,M1/2317M,-0.38042574,51.70455823,Active
9667,MIDAS site at M1/2190L priority 1 on link 123013501; GPS Ref: 519988;194487; Southbound,M1/2190L,-0.26756720700000003,51.63640445,Active
9668,MIDAS site at M40/8339L priority 1 on link 108031701; GPS Ref: 500405;186002; Southbound,M40/8339L,-0.552861675,51.56396909,Active
9669,MIDAS site at M23/3461L priority 1 on link 103062901; GPS Ref: 530088;138473; Northbound,M23/3461L,-0.142198014,51.1307642,Inactive
9670,MIDAS site at M62/2548J priority 1 on link 116007001; GPS Ref: 468186;421241; Eastbound,M62/2548J,-0.9690965690000001,53.68320705,Active
9671,MIDAS site at M4/2373L priority 1 on link 105002301; GPS Ref: 495800;179280; Eastbound,M4/2373L,-0.6211042950000001,51.5043464,Active
9672,MIDAS site at M11/6462M priority 1 on link 200029245; GPS Ref: 551335;221064; Carriageway Connector,M11/6462M,0.196632842,51.86763801,Active
9673,MIDAS site at A1M/2248J priority 1 on link 199047801; GPS Ref: 514520;293553; Northbound,A1M/2248J,-0.31331590600000003,52.52783926,Active
9675,MIDAS site at M40/8789J priority 1 on link 199009601; GPS Ref: 462592;204878; Northbound,M40/8789J,-1.094910233,51.73912667,Active
9676,MIDAS site at M11/6885M priority 1 on link 199049401; GPS Ref: 542094;259258; Southbound,M11/6885M,0.07837319300000001,52.21323546,Active
9678,MIDAS site at M18/7521B priority 1 on link 116007102; GPS Ref: 448803;389267; Southbound,M18/7521B,-1.267508729,53.3980026,Active
9679,MIDAS site at M18/7933J priority 1 on link 116007001; GPS Ref: 468385;421013; Eastbound,M18/7933J,-0.966134339,53.68113215,Active
9681,MIDAS site at M1/5014K priority 1 on link 116021502; GPS Ref: 432280;426888; Northbound,M1/5014K,-1.512117936,53.73740179,Active
9682,MIDAS site at A1M/2056J priority 1 on link 124000301; GPS Ref: 518864;275109; Northbound,A1M/2056J,-0.255869941,52.36117211,Inactive
9683,MIDAS site at M18/7649B priority 1 on link 116008402; GPS Ref: 456799;398527; Southbound,M18/7649B,-1.145603937,53.48042957,Active
9684,MIDAS site at M27/9274L priority 1 on link 103002201; GPS Ref: 448502;111034; Westbound,M27/9274L,-1.31169519,50.89674695,Inactive
9687,MIDAS site at M18/7550M priority 1 on link 116007901; GPS Ref: 449839;391976; Southbound,M18/7550M,-1.251502534,53.42225396,Active
9688,MIDAS site at M42/6348A1 priority 1 on link 112006401; GPS Ref: 415690;277191; Northbound,M42/6348A1,-1.770853295,52.3925345,Active
9689,MIDAS site at M5/7227B priority 1 on link 199096501; GPS Ref: 396950;275880; Northbound,M5/7227B,-2.046224173,52.3809593,Active
9690,MIDAS site at M62/2534A priority 1 on link 199082902; GPS Ref: 466872;420927; Eastbound,M62/2534A,-0.989055411,53.68055474,Active
9691,MIDAS site at M18/7551A priority 1 on link 116007702; GPS Ref: 449819;392074; Northbound,M18/7551A,-1.25178802,53.42313667,Active
9692,MIDAS site at M5/7632J priority 1 on link 123004401; GPS Ref: 390582;239485; Southbound,M5/7632J,-2.138752846,52.05367903,Active
9693,MIDAS site at M1/4440B priority 1 on link 123015501; GPS Ref: 447895;381519; Southbound,M1/4440B,-1.282334395,53.32844855,Active
9694,MIDAS site at A14M/7182L priority 1 on link 199045101; GPS Ref: 519785;276265; Southbound,A14M/7182L,-0.241939434,52.37135977,Active
9696,MIDAS site at M1/4420B priority 1 on link 114008802; GPS Ref: 447838;379524; Southbound,M1/4420B,-1.283490063,53.3105232,Active
9698,MIDAS site at M11/6904J priority 1 on link 199043102; GPS Ref: 541599;261035; Northbound,M11/6904J,0.07187581600000001,52.22932829,Active
9699,MIDAS site at M1/4434A priority 1 on link 116026402; GPS Ref: 447979;380918; Northbound,M1/4434A,-1.28116396,53.32303937,Active
9700,MIDAS site at M18/7601B priority 1 on link 116009601; GPS Ref: 452791;395872; Southbound,M18/7601B,-1.206435374,53.45698368,Active
9701,MIDAS site at M1/4181B priority 1 on link 114007801; GPS Ref: 445126;356766; Southbound,M1/4181B,-1.327397238,53.10620508,Active
9703,MIDAS site at M62/2555B priority 1 on link 199083101; GPS Ref: 468794;421758; Westbound,M62/2555B,-0.959778216,53.68777358,Active
9704,MIDAS site at M18/7546B priority 1 on link 116007601; GPS Ref: 449694;391595; Southbound,M18/7546B,-1.253744132,53.41884326,Active
9705,MIDAS site at M1/4475A priority 1 on link 116025902; GPS Ref: 447725;384874; Northbound,M1/4475A,-1.284381778,53.35861751,Active
9706,MIDAS site at M40/8667M priority 1 on link 199012201; GPS Ref: 472034;197533; Southbound,M40/8667M,-0.9597060430000001,51.67196412,Active
9707,MIDAS site at M11/6904M priority 1 on link 199050401; GPS Ref: 541651;261074; Southbound,M11/6904M,0.072652987,52.22966533,Active
9708,MIDAS site at M40/8508K2 priority 1 on link 200066048; GPS Ref: 485137;191004; Northbound,M40/8508K2,-0.7718578610000001,51.61144323,Active
9710,MIDAS site at M1/4440A priority 1 on link 116026402; GPS Ref: 447879;381511; Northbound,M1/4440A,-1.282575816,53.32837809,Active
9711,MIDAS site at M1/4516L priority 1 on link 116007303; GPS Ref: 447619;388967; Northbound,M1/4516L,-1.285358792,53.395414099999996,Active
9712,MIDAS site at A14M/7184K priority 1 on link 199046902; GPS Ref: 519532;276432; Northbound,A14M/7184K,-0.24559434100000002,52.37291568,Active
9713,MIDAS site at M27/9458K priority 1 on link 103012302; GPS Ref: 464976;104703; Northbound,M27/9458K,-1.078593772,50.83820781,Active
9714,MIDAS site at M1/4394A priority 1 on link 114008701; GPS Ref: 447064;377051; Northbound,M1/4394A,-1.295469629,53.28836439,Active
9715,MIDAS site at M18/7640B priority 1 on link 116008402; GPS Ref: 456176;398047; Southbound,M18/7640B,-1.155075922,53.47618226,Active
9716,MIDAS site at M1/4428B priority 1 on link 123015601; GPS Ref: 447975;380317; Southbound,M1/4428B,-1.281314607,53.31763813,Active
9717,MIDAS site at M40/8339B priority 1 on link 108031701; GPS Ref: 500405;186000; Southbound,M40/8339B,-0.5528622470000001,51.56395111,Active
9718,MIDAS site at M62/2549A priority 1 on link 199083201; GPS Ref: 468283;421456; Eastbound,M62/2549A,-0.967580922,53.68512653,Active
9719,MIDAS site at M18/7670A priority 1 on link 116009402; GPS Ref: 458639;399458; Northbound,M18/7670A,-1.117707888,53.48859567,Active
9722,MIDAS site at M4/2252L priority 1 on link 199127401; GPS Ref: 507230;178587; Eastbound,M4/2252L,-0.456691033,51.49606624,Active
9723,MIDAS site at M18/7658B priority 1 on link 116008601; GPS Ref: 457538;399066; Southbound,M18/7658B,-1.134371264,53.48519377,Active
9724,MIDAS site at M600/1174A priority 1 on link 126108702; GPS Ref: 418431;292504; Northbound,M600/1174A,-1.729734057,52.5301125,Active
9727,MIDAS site at M3/2126J priority 1 on link 103041001; GPS Ref: 445201;122025; Westbound,M3/2126J,-1.3572689740000001,50.99584425,Active
9729,MIDAS site at M1/4468B priority 1 on link 123015501; GPS Ref: 447606;384193; Southbound,M1/4468B,-1.28627195,53.35250761,Active
9730,MIDAS site at M42/6347A priority 1 on link 112006401; GPS Ref: 415618;277121; Northbound,M42/6347A,-1.7719145630000002,52.39190724,Active
9732,MIDAS site at M40/8303L priority 1 on link 200094188; GPS Ref: 504020;185872; Southbound,M40/8303L,-0.500765013,51.5621462,Active
9734,MIDAS site at M5/7628A priority 1 on link 109002802; GPS Ref: 390392;239821; Southbound,M5/7628A,-2.141533327,52.05669661,Active
9735,MIDAS site at M18/7561A priority 1 on link 116009301; GPS Ref: 450198;393002; Northbound,M18/7561A,-1.245938043,53.43144159,Active
9736,MIDAS site at M1/4399B priority 1 on link 114008802; GPS Ref: 447184;377521; Southbound,M1/4399B,-1.293600433,53.29257828,Active
9737,MIDAS site at M62/2564A priority 1 on link 199083701; GPS Ref: 469469;422376; Eastbound,M62/2564A,-0.9494207170000001,53.69323817,Active
9738,MIDAS site at M3/2129L priority 1 on link 103041101; GPS Ref: 445052;121790; Eastbound,M3/2129L,-1.359421137,50.99374282,Active
9739,MIDAS site at M4/2283J priority 1 on link 199003502; GPS Ref: 504122;178336; Westbound,M4/2283J,-0.501520948,51.4943907,Active
9740,MIDAS site at M1/2274M priority 1 on link 108025102; GPS Ref: 513128;198085; Southbound,M1/2274M,-0.365485543,51.6701638,Active
9741,MIDAS site at A3M/5023L priority 1 on link 103026401; GPS Ref: 469263;107499; Northbound,A3M/5023L,-1.01719161,50.86284998,Active
9742,MIDAS site at M62/2543B priority 1 on link 199083002; GPS Ref: 467755;421174; Westbound,M62/2543B,-0.975635613,53.68266091,Active
9745,MIDAS site at M4/2206K priority 1 on link 123012402; GPS Ref: 511637;177689; Westbound,M4/2206K,-0.393516081,51.48714209,Active
9747,MIDAS site at M40/8668K priority 1 on link 199011901; GPS Ref: 471895;197594; Northbound,M40/8668K,-0.961703237,51.67253029,Active
9748,MIDAS site at M18/7549J priority 1 on link 116005201; GPS Ref: 449735;391883; Northbound,M18/7549J,-1.253081972,53.4214279,Active
9749,MIDAS site at M27/9377K priority 1 on link 103010101; GPS Ref: 457819;107766; Eastbound,M27/9377K,-1.179740556,50.86650781,Active
9750,MIDAS site at A3M/5023A priority 1 on link 103026501; GPS Ref: 469308;107481; Southbound,A3M/5023A,-1.016555699,50.86268276,Active
9753,MIDAS site at M60/9105L priority 1 on link 200045958; GPS Ref: 379929;392826; Anti-clockwise,M60/9105L,-2.303555681,53.43184876,Active
9754,MIDAS site at M1/4462A priority 1 on link 116026402; GPS Ref: 447434;383593; Northbound,M1/4462A,-1.288945499,53.34713042,Active
9756,MIDAS site at M18/7544B priority 1 on link 116007601; GPS Ref: 449642;391400; Southbound,M18/7544B,-1.254557097,53.41709552,Active
9757,MIDAS site at M1/2844J priority 1 on link 123018101; GPS Ref: 485967;243384; Northbound,M1/2844J,-0.7468670780000001,52.08215772,Inactive
9758,MIDAS site at M61/5201K priority 1 on link 115014202; GPS Ref: 376569;403111; Northbound,M61/5201K,-2.354894465,53.52415378,Inactive
9759,MIDAS site at M18/7507J priority 1 on link 116007305; GPS Ref: 448154;388060; Northbound,M18/7507J,-1.277451979,53.38721369,Active
9760,MIDAS site at A1M/9472K priority 1 on link 108009402; GPS Ref: 523457;222645; Northbound,A1M/9472K,-0.207471959,51.88870535,Active
9761,MIDAS site at A27/9509M priority 1 on link 200116782; GPS Ref: 469664;105594; Westbound,A27/9509M,-1.01185626,50.84567393,Active
9762,MIDAS site at M1/2185J priority 1 on link 123013301; GPS Ref: 520257;194038; Northbound,M1/2185J,-0.263836347,51.63231164,Active
9763,MIDAS site at M27/9442J priority 1 on link 103011401; GPS Ref: 463733;105363; Eastbound,M27/9442J,-1.096129179,50.84427934,Active
9764,MIDAS site at M1/4476M priority 1 on link 116026501; GPS Ref: 447761;384873; Southbound,M1/4476M,-1.283841066,53.35860528,Active
9766,MIDAS site at M1/2181B priority 1 on link 199112102; GPS Ref: 520373;193668; Southbound,M1/2181B,-0.262288297,51.6289615,Active
9767,MIDAS site at M60/9046L priority 1 on link 115005501; GPS Ref: 384276;389218; Anti-clockwise,M60/9046L,-2.237947757,53.39956641,Active
9768,MIDAS site at M1/4414B priority 1 on link 114008802; GPS Ref: 447655;378949; Southbound,M1/4414B,-1.286322328,53.30537161,Active
9769,MIDAS site at M5/7645A priority 1 on link 109002201; GPS Ref: 390894;238592; Southbound,M5/7645A,-2.134178591,52.04565559,Active
9770,MIDAS site at M18/7573A priority 1 on link 116009301; GPS Ref: 450686;394099; Northbound,M18/7573A,-1.238417951,53.44125465,Active
9772,MIDAS site at A1M/9468M priority 1 on link 108009702; GPS Ref: 523610;222399; Southbound,A1M/9468M,-0.205337962,51.88646084,Active
9773,MIDAS site at M61/5204L priority 1 on link 115014501; GPS Ref: 376500;403197; Southbound,M61/5204L,-2.355941696,53.52492362,Inactive
9774,MIDAS site at M62/2559A priority 1 on link 199083701; GPS Ref: 469083;422019; Eastbound,M62/2559A,-0.955344814,53.69008103,Active
9775,MIDAS site at M18/7616B priority 1 on link 116009601; GPS Ref: 454081;396653; Southbound,M18/7616B,-1.1868763310000001,53.46387246,Active
9777,MIDAS site at A1M/2135K priority 1 on link 199047001; GPS Ref: 517628;282743; Northbound,A1M/2135K,-0.271334012,52.43003963,Active
9779,MIDAS site at A3M/5049B priority 1 on link 103026901; GPS Ref: 470035;109957; Northbound,A3M/5049B,-1.005753114,50.88485796,Active
9780,MIDAS site at M27/9187J priority 1 on link 103001301; GPS Ref: 443986;116942; Eastbound,M27/9187J,-1.375194761,50.95023209,Inactive
9781,MIDAS site at M40/8397J priority 1 on link 108029101; GPS Ref: 495468;189103; Northbound,M40/8397J,-0.623221668,51.59270019,Active
9782,MIDAS site at M4/3037J priority 0 on link 105000101; GPS Ref: 436303;172656; Westbound,M4/3037J,-1.478938118,51.45172905,Active
9783,MIDAS site at M6/7227A priority 1 on link 117005701; GPS Ref: 353787;404106; Northbound,M6/7227A,-2.698659888,53.5315812,Active
9784,MIDAS site at M1/2190A priority 1 on link 123013001; GPS Ref: 519967;194457; Northbound,M1/2190A,-0.267880787,51.63613931,Active
9787,MIDAS site at M27/9454M priority 1 on link 103012001; GPS Ref: 464477;104661; Northbound,M27/9454M,-1.085686977,50.83788558,Active
9788,MIDAS site at M1/2190K priority 1 on link 123013002; GPS Ref: 519958;194448; Northbound,M1/2190K,-0.268013855,51.63606034,Active
9789,MIDAS site at M1/2176B priority 1 on link 199112102; GPS Ref: 520564;193178; Southbound,M1/2176B,-0.259698715,51.62451687,Active
9793,MIDAS site at M27/9397L priority 1 on link 103002901; GPS Ref: 459581;106951; Westbound,M27/9397L,-1.154837085,50.85900063,Active
9794,MIDAS site at M40/8792K priority 1 on link 199011102; GPS Ref: 462402;205139; Northbound,M40/8792K,-1.097614761,51.74149423,Active
9795,MIDAS site at M40/8508K1 priority 1 on link 200065835; GPS Ref: 485137;191009; Northbound,M40/8508K1,-0.771856647,51.61148818,Active
9796,MIDAS site at M54/3136A priority 1 on link 111031401; GPS Ref: 393672;304615; Westbound,M54/3136A,-2.09494076,52.63925778,Active
9797,MIDAS site at M11/6857M priority 1 on link 199049701; GPS Ref: 541974;256502; Southbound,M11/6857M,0.075464247,52.18850475,Active
9798,MIDAS site at M1/4450B priority 1 on link 123015501; GPS Ref: 447481;382433; Southbound,M1/4450B,-1.28841325,53.33670049,Active
9799,MIDAS site at M62/2570B priority 1 on link 199083101; GPS Ref: 469946;422712; Westbound,M62/2570B,-0.942122498,53.69619415,Active
9800,MIDAS site at M18/7512A priority 1 on link 116007305; GPS Ref: 448361;388507; Northbound,M18/7512A,-1.274271639,53.39121242,Active
9802,MIDAS site at M40/8450M priority 1 on link 108031402; GPS Ref: 490607;190257; Southbound,M40/8450M,-0.6930757980000001,51.60387571,Active
9804,MIDAS site at M40/9056B priority 1 on link 200048716; GPS Ref: 454913;227437; Southbound,M40/9056B,-1.202534169,51.9427412,Active
9805,MIDAS site at M62/2543J priority 1 on link 116007001; GPS Ref: 467709;421277; Eastbound,M62/2543J,-0.9763094910000001,53.68359248,Active
9806,MIDAS site at M54/3106A priority 1 on link 111031301; GPS Ref: 396478;303939; Westbound,M54/3106A,-2.053467304,52.63320694,Active
9808,MIDAS site at M60/9041K priority 1 on link 115006602; GPS Ref: 384597;389068; Clockwise,M60/9041K,-2.233112604,53.39822782,Active
9809,MIDAS site at M6/7561L priority 1 on link 117013101; GPS Ref: 354208;434579; Westbound,M6/7561L,-2.696812237,53.80549335,Active
9810,MIDAS site at A27/9507J priority 1 on link 103013501; GPS Ref: 469448;105573; Eastbound,A27/9507J,-1.0149279,50.84551104,Active
9811,MIDAS site at M5/7645B priority 1 on link 109001202; GPS Ref: 390872;238600; Northbound,M5/7645B,-2.134499591,52.04572715,Active
9812,MIDAS site at M1/4519K priority 1 on link 116007504; GPS Ref: 447297;388959; Southbound,M1/4519K,-1.290201921,53.39537102,Active
9813,MIDAS site at M62/2555A priority 1 on link 199083201; GPS Ref: 468788;421779; Eastbound,M62/2555A,-0.9598643990000001,53.68796309,Active
9814,MIDAS site at M18/7658A priority 1 on link 116009001; GPS Ref: 457508;399064; Northbound,M18/7658A,-1.134823683,53.48517906,Active
9815,MIDAS site at M4/3036M priority 0 on link 105003202; GPS Ref: 436453;172643; Eastbound,M4/3036M,-1.476780873,51.45160256,Active
9816,MIDAS site at M40/9062B priority 1 on link 200048715; GPS Ref: 454757;228016; Southbound,M40/9062B,-1.204711373,51.94796183,Active
9820,MIDAS site at M3/2028K priority 1 on link 103045301; GPS Ref: 449734;130285; Westbound,M3/2028K,-1.291547435,51.06974289,Active
9822,MIDAS site at M1/2185B priority 1 on link 123013201; GPS Ref: 520286;194059; Southbound,M1/2185B,-0.26341031400000003,51.63249418,Active
9823,MIDAS site at M11/6314L priority 1 on link 199041001; GPS Ref: 547791;207288; Southbound,M11/6314L,0.13932945500000002,51.744812,Active
9824,MIDAS site at M1/4475J priority 1 on link 116016701; GPS Ref: 447708;384875; Northbound,M1/4475J,-1.284637035,53.35862803,Active
9825,MIDAS site at M18/7654A priority 1 on link 116009001; GPS Ref: 457178;398835; Northbound,M18/7654A,-1.1398378550000001,53.48315678,Active
9826,MIDAS site at A27/9485A priority 1 on link 103014601; GPS Ref: 467602;104380; Eastbound,A27/9485A,-1.041364774,50.8350027,Active
9827,MIDAS site at M62/2539A priority 1 on link 199083201; GPS Ref: 467386;421056; Eastbound,M62/2539A,-0.9812470280000001,53.68164811,Active
9828,MIDAS site at M1/2848L priority 1 on link 123018301; GPS Ref: 485794;243596; Southbound,M1/2848L,-0.749337782,52.08409004,Inactive
9829,MIDAS site at M1/4394K priority 1 on link 114008702; GPS Ref: 447040;377061; Northbound,M1/4394K,-1.295828146,53.28845639,Active
9830,MIDAS site at M11/6469K priority 1 on link 200029246; GPS Ref: 551531;221722; Northbound,M11/6469K,0.19976581300000001,51.87349658,Active
9831,MIDAS site at M1/4408B priority 1 on link 114008802; GPS Ref: 447405;378399; Southbound,M1/4408B,-1.290155179,53.30045038,Active
9832,MIDAS site at M62/2543M priority 1 on link 199083001; GPS Ref: 467843;421164; Westbound,M62/2543M,-0.974305681,53.68255964,Active
9833,MIDAS site at A3M/5036B priority 1 on link 103026001; GPS Ref: 469467;108794; Northbound,A3M/5036B,-1.0140472680000001,50.87446937,Active
9834,MIDAS site at M42/6313B priority 1 on link 111001901; GPS Ref: 413799;274290; Southbound,M42/6313B,-1.798759459,52.36650492,Active
9836,MIDAS site at M1/4516K priority 1 on link 116007504; GPS Ref: 447601;388908; Southbound,M1/4516K,-1.285638333,53.39488543,Active
9837,MIDAS site at A1M/9619K priority 1 on link 108005302; GPS Ref: 523234;236527; Northbound,A1M/9619K,-0.205735205,52.01350599,Active
9838,MIDAS site at M1/4456B priority 1 on link 123015501; GPS Ref: 447350;383017; Southbound,M1/4456B,-1.290293194,53.34196101,Active
9839,MIDAS site at M1/2185M priority 1 on link 123013202; GPS Ref: 520305;194047; Southbound,M1/2185M,-0.263140041,51.63238227,Active
9840,MIDAS site at M6/7227J priority 1 on link 117005601; GPS Ref: 353768;404109; Northbound,M6/7227J,-2.69894695,53.53160649,Active
9841,MIDAS site at A3M/5071L priority 1 on link 103025601; GPS Ref: 470467;112056; Northbound,A3M/5071L,-0.999208504,50.9036782,Active
9842,MIDAS site at M1/4419A priority 1 on link 123015301; GPS Ref: 447801;379427; Northbound,M1/4419A,-1.284059879,53.30965471,Active
9845,MIDAS site at M18/7578A priority 1 on link 116009301; GPS Ref: 450896;394553; Northbound,M18/7578A,-1.23518368,53.44531489,Active
9846,MIDAS site at A1M/9519M priority 1 on link 108009002; GPS Ref: 522501;226870; Southbound,A1M/9519M,-0.2198558,51.9268839,Active
9847,MIDAS site at M1/4423B priority 1 on link 123015601; GPS Ref: 447889;379822; Southbound,M1/4423B,-1.282679908,53.31319697,Active
9848,MIDAS site at M5/7646L priority 1 on link 109002502; GPS Ref: 390889;238496; Northbound,M5/7646L,-2.1342489000000002,52.0447924,Active
9849,MIDAS site at A3M/5072A priority 1 on link 103027001; GPS Ref: 470485;112142; Southbound,A3M/5072A,-0.9989359760000001,50.90444925,Active
9850,MIDAS site at A3M/5027B priority 1 on link 103026201; GPS Ref: 469299;107904; Northbound,A3M/5027B,-1.01660348,50.86648705,Active
