VehType,RoadType,DayOfWeek,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
LGV,A road,4,12.350877917066228,10.476578022634248,11.429979125004271,14.279348328678324,23.965036800482892,49.69603246103753,154.85184041107684,239.56369517734072,219.85646102721486,209.4557217286328,202.7277434948625,213.85436772365813,216.3245433070714,226.4544300197529,239.1194969364638,228.87043508598603,186.59576347862426,136.28218712173341,98.43866381970504,66.09886506317636,44.0297963639975,31.31055893010649,23.81335935237857,19.068022047400493
LGV,A road,5,14.712712466119243,12.080025331165652,10.639089574174593,11.38664271126018,16.511173636499063,26.229364418611702,56.803204315068626,90.86562551792495,99.02370540525028,106.91093270667503,112.33881852812256,115.81656573108594,113.8230906988577,103.73654039992029,96.41268647716873,89.81471748463072,83.63927852609761,73.69357157182849,59.57673479469051,44.517331018618535,32.491476204632995,25.525147695270206,23.000801594676844,19.848077494794147
LGV,A road,6,16.478671326190995,12.415882537682366,9.588181540880361,10.639089574174593,13.97599343246968,15.514436120384945,27.486120417190367,40.010343989232965,47.99507822158192,60.97433413793748,73.46605539967202,81.60246708012528,86.01194717858665,83.50926928486534,80.78990932242355,80.74657290867947,79.13229149671204,69.43576892147145,57.897448762106954,44.90735874231536,33.325702169206764,24.322562213871652,18.017114014106262,12.990090019791586
Rigid,A road,0,10.596330275229358,10.957568807339449,13.576548165137615,17.640481651376145,38.05045871559633,71.31450688073394,153.8424598623853,199.5842889908257,240.16341743119267,257.99956995412845,248.38159403669727,251.8284116972477,228.7693520642202,237.03268348623854,243.68549311926606,219.33199541284404,160.70599197247705,97.20326834862385,65.57984518348624,42.611095183486235,29.651662844036696,22.351634174311926,18.588732798165136,16.240682339449542
Rigid,A road,1,13.636754587155963,14.163560779816514,17.08357224770642,21.553899082568805,39.52551605504587,75.15266628440367,161.06723050458714,206.79400802752292,242.16528096330276,263.61381880733944,252.59604357798167,252.03913417431193,226.49655963302752,242.51146788990826,250.71459288990826,225.78913417431195,163.2346616972477,103.10349770642202,69.5083142201835,45.68162270642202,32.24053899082569,23.736381880733944,19.612241972477065,17.459862385321102
Rigid,A road,2,14.630160550458715,14.991399082568806,17.384604357798164,23.691227064220183,42.204701834862384,75.45369839449542,163.4604357798165,214.229501146789,246.74096903669724,265.4952694954128,258.5715309633028,254.6430619266055,228.82955848623854,247.297878440367,249.55561926605503,226.9782110091743,162.48208142201835,104.09690366972477,71.32955848623853,47.14162844036697,32.79744839449542,25.271645642201833,20.455131880733944,18.603784403669724
Rigid,A road,3,15.156966743119266,15.518205275229358,18.031823394495415,23.721330275229356,42.430475917431195,77.7114392201835,169.11983944954127,218.02250573394497,248.95355504587155,266.2327981651376,256.43420298165137,259.7907110091743,236.8671158256881,248.71272935779817,255.3504873853211,228.07697821100916,162.25630733944953,105.06020642201834,72.62399655963303,48.13503440366972,33.7456995412844,26.46072247706422,21.042144495412842,18.919868119266056
Rigid,A road,4,15.24727637614679,16.105217889908257,18.93491972477064,23.149369266055047,40.83500573394495,75.31823394495413,163.85177752293578,220.83715596330276,250.97047018348624,260.21215596330273,257.87915711009174,260.1519495412844,234.865252293578,239.2904243119266,232.99885321100916,194.7376720183486,146.0306766055046,99.83729931192661,67.58170871559633,46.509461009174316,32.481364678899084,24.729787844036696,18.919868119266056,17.18893348623853
Rigid,A road,5,15.18706995412844,14.178612385321102,14.780676605504587,17.670584862385322,23.570814220183486,35.70240825688074,60.61281536697247,84.74053899082568,95.20140481651376,95.72821100917432,97.29357798165138,96.69151376146789,82.43764334862385,70.42646215596329,62.65983371559633,55.04372133027523,47.63833142201835,40.112528669724774,33.89621559633028,25.060923165137616,18.694094036697248,14.22376720183486,12.312213302752294,11.559633027522935
Rigid,A road,6,10.024369266055047,8.278383027522935,7.029099770642201,7.480647935779816,9.46745986238532,12.643348623853212,22.42689220183486,29.757024082568805,36.59045298165138,46.6449254587156,54.45670871559633,64.30045871559633,66.18190940366972,56.699397935779814,51.70226490825688,48.43606651376147,47.803899082568805,40.8952121559633,34.42302178899082,26.852064220183486,20.951834862385322,16.782540137614678,14.314076834862385,11.890768348623853
Articulated,A road,0,25.909589088118395,27.433682563890066,25.950780803679795,34.31269906264328,65.08291058700647,119.8816228555176,179.63707156325012,178.42878124011582,189.70158073208466,212.78267201832054,208.00443301319854,206.46660896557302,200.9743802240535,205.9723083788363,201.34510566410611,185.788367753752,159.48059208187345,135.49328305328686,113.38706236867075,87.82073757689733,68.10363639484221,55.91088858866885,47.41166461116737,42.317622453408006
Articulated,A road,1,41.452596426618676,41.37021299549588,41.27409899251929,45.69534312944252,69.80622730471326,120.41711515781577,178.31893666528543,177.35779663551952,189.08370499866373,217.17645501153612,212.32956314714517,209.3637596267246,203.7479557385209,207.75728271983013,204.18733403784245,188.67178784304977,157.24250886970424,134.79302388874314,116.91581933509707,88.64457188812527,69.73757444544427,57.50363492370951,50.25389298490373,45.8051877042729
Articulated,A road,2,43.92409936030246,43.457259917273305,43.127726192782134,48.098193203857306,72.55234167547303,122.69639008554638,178.41505066826204,179.81556899734952,189.3445858638859,214.95210237122075,213.9497706258934,210.5720499498589,205.13474349575458,206.61764525596485,202.91039085543915,186.22774605307356,157.9702291779556,135.76789449036286,115.92721816162354,90.45700737282671,70.93213419672477,59.590681845486934,50.5422349938335,45.47565397978173
Articulated,A road,3,43.38860705800431,44.62435852484621,43.017881617951744,48.33161292537189,72.71710853771862,120.89768517269871,179.59587984768874,179.32126841061276,192.24173652503745,215.70728382317967,212.64536629978252,213.52412289842567,205.9860389506901,208.11427758802893,205.8624638040059,188.87774642085674,156.6246331362833,133.90053671824623,116.21556017055332,89.93524564238236,70.14949160105823,58.8904226809432,50.15777898192714,46.39560229398626
Articulated,A road,4,44.541975093723416,44.50078337816202,43.896638216594866,48.2766906379567,72.40130538508124,122.54535379515458,176.84976547692898,180.83163131453063,189.89380873803785,208.84199789628025,206.19199752849707,200.9743802240535,192.8596122584584,188.13629554075163,175.58655286637946,151.15986553847137,123.5476855404819,100.59016940093024,82.80907885026076,70.21814446032724,58.86296153723559,48.208037778687704,42.125394447454816,37.827725457215784
Articulated,A road,5,37.470730589017016,35.287569664263,34.27150734708189,36.52332113110489,41.54871042959527,53.39819393942366,61.34819504277319,63.62746997050379,68.70778155640936,66.73057920946232,61.37565618648079,57.32513748961012,49.15544723659982,46.46425515325525,41.342751851788286,36.743010280765674,34.0930099129825,32.04715470676648,30.152335790942235,26.362697959293758,22.83394099286746,19.524873176101938,17.437826254324516,16.517877940119995
Articulated,A road,6,17.025909098710553,16.72383651792698,15.048706751763522,15.282126473278101,18.23419942184485,23.493008441849803,26.445081390416554,31.140936964415754,36.97643000228026,39.85985009157801,41.60363271701046,42.44119760009219,43.73187135434928,44.83031710265319,43.017881617951744,43.75933249805688,45.24223425826715,41.61736328886426,37.91010888833858,34.94430536791803,30.880056099193574,26.898190261591914,25.580055363627224,23.259588720335223
LGV,Rural A,0,10.173823760343058,8.360934951984056,10.160294739385154,18.642990879990336,42.427009723983815,96.63779670230115,221.49713112278798,267.30639608624756,235.3779066255964,211.66153288639248,189.2574741801051,185.2934710394395,178.4207283928248,184.54937488675483,189.97451229087397,205.3570091200097,205.84405387449416,145.5857945279942,94.41903726520505,61.205290813553184,40.113547140182405,29.276801352902098,20.875279338044333,14.773690886030078
LGV,Rural A,1,11.147913269312074,9.524430754363713,10.714984598659177,15.436612912967327,28.573292263091144,66.42749290330374,189.09512592861026,251.2745062511325,220.8612671377665,196.13021682671982,178.4613154556985,178.25838014132995,174.74083469227517,184.71172313824968,195.90022347043546,211.7562360330978,211.72917799118198,155.38080570151598,101.8464697710938,66.38690584043003,43.46874433774235,30.98145799359788,22.606994020655915,15.910128646493932
LGV,Rural A,2,11.729661170501902,10.214410823216767,10.90439089206982,15.098387389019752,28.113305550522437,66.251615630851,187.21459201546173,252.4380020535121,216.96490910189047,193.7896962010026,177.554871051519,179.7465724466993,181.45122908739506,189.36570634776834,200.63538080570154,215.8284713414266,215.76082623663706,160.22419520444527,107.43395542670775,69.98562541523224,45.86338104729118,33.064927221114935,23.54049646675122,17.506553119526487
LGV,Rural A,3,12.270822008818023,10.45793320045902,11.093797185480462,16.031889835115056,28.776227577459686,66.6574862595881,186.68696019810355,253.34444645769162,219.11602343419702,194.12792172495017,182.35767349157456,186.64637313522982,186.68696019810355,197.74017032071026,210.06510841335992,223.864709790421,218.81838497312316,164.9593525397113,114.78021380684906,79.52358519055385,53.886090475327656,39.11239958929758,28.16742163435405,19.914718850033218
LGV,Rural A,4,14.719574802198466,12.270822008818023,12.960802077671078,16.34305731714683,28.830343661291298,62.504076825511866,176.05314972519176,236.89315697288157,206.22286646131545,187.9722171891043,191.1380080932536,204.78879023977777,215.57141994322643,229.15455698496103,236.70375067947091,233.78148215256388,205.80346681162047,154.5961224859576,113.83318233979587,81.39059008274447,54.91429606812829,37.02893036178052,26.476294014616176,19.346499969801293
LGV,Rural A,5,15.314851724346198,11.256145436975299,10.106178655553542,10.63381047291176,15.314851724346198,28.965633870870327,62.42290269976445,85.97692818747358,90.04916349580239,96.31310019931148,104.74168025608503,107.08220088180227,105.09343480099051,98.7347949507761,90.88796279519237,86.0716313341789,81.39059008274447,73.21906142417104,59.01358941837289,43.83402790360573,32.753759739083165,27.08509995772181,24.446940870930725,17.465966056652775
LGV,Rural A,6,13.501962915987194,10.484991242374827,7.860361176541645,8.009180407078578,10.674397535785468,16.234825149483605,30.873225825934654,41.561152382678024,48.16331461013469,60.285317388415784,70.82442471462221,81.25529987316543,83.70405266654586,80.87648728634414,82.22938938213444,83.00054357673491,82.40526665458718,77.23718064866823,65.54810654104004,52.57377544241106,39.031225463550165,28.20800869722776,19.60355136800145,14.097239838134929
Rigid,Rural A,0,12.582512040524401,11.795120798939646,14.598233618981377,21.11783309930316,44.865552945499395,87.54215823939317,170.15524730646578,209.17835723940627,219.27271295652284,228.05999921260874,231.22531200377944,235.06778126271305,222.57975617117881,223.9340691067046,220.35931286990981,199.4934449679138,152.3444574218186,102.59707877849371,71.35339431241059,50.23556121310744,35.90504061626488,27.936641251427147,22.976076429443182,19.275337593994827
Rigid,Rural A,1,16.377737824962928,16.58245954777496,21.98396346504639,26.330363118594242,47.03875277227333,88.29805383131453,171.50956024199155,216.46960013648112,220.40655634440492,228.94187740318367,228.768651330035,232.76859883728557,219.68215640214694,227.68205141664802,227.68205141664802,202.84773165706486,153.0688573640766,105.90412199314969,75.58955919213658,53.715830500912055,38.33020564034592,29.574415033923433,23.464258999225727,19.85800711276755
Rigid,Rural A,2,17.55882468734006,17.401346439023108,22.50364168449233,27.999632550753923,49.715882993661495,93.63656644925918,179.7299248041364,221.72937363026728,227.69779924147974,229.87099906825367,230.32768598837285,234.02842482382118,225.72932113751784,231.52452067558164,231.58751197490847,205.72958360126506,157.1947874699807,108.0615739950919,80.01469796984291,57.66853453366754,42.141179249616144,31.385414889568374,24.834319759583202,20.976102675817902
Rigid,Rural A,3,17.921024658469047,17.936772483300743,23.007572079106573,28.251597748061048,50.06233513995879,93.02240128082308,178.56458576659097,224.34351255232866,228.04425138777705,233.6032335533654,236.94177241768477,242.28028503562942,231.31979895276964,237.8866419075865,237.03625936667495,209.68228763402053,158.1554047847141,111.17964331176755,83.06977598719176,61.66848204091809,44.15690082807312,33.66884949016416,27.479954331307987,22.69261558247267
Rigid,Rural A,4,20.015485361084497,19.00762457185601,23.43276334956234,27.196493484337473,47.71590924003621,88.56576685345335,175.98194249419296,221.38292148397,226.548208028766,229.28832954948098,235.74493773047593,245.5085891261269,234.23314654663324,232.95757273526593,220.7372606658705,187.93454154144956,145.82485794149682,111.13239983727246,84.99101061665857,59.93622130943162,41.904961877140714,30.944475794280912,23.68472854686946,19.810763638272462
Rigid,Rural A,5,17.24386819070616,15.999790029002241,17.763546410152095,16.787181270587,23.95244156900828,35.1806406740069,57.84176060681617,79.18006325376307,86.1720974790357,92.9594099814963,99.11680949068908,99.58924423563994,91.321636199,80.81783703625935,72.36125510163907,63.40074277240455,54.70794346530885,46.975761472946544,38.03099696854372,29.322449836616315,22.015459114709778,17.65331163633023,14.39351189616934,12.48802509153423
Rigid,Rural A,6,10.708520885552682,8.141625437986377,8.031390664164512,8.314851511135025,10.566790462067425,15.165155312922401,23.574493773047596,32.519258277450426,41.46402278185325,53.463865303604926,68.03060327292292,82.0146717234682,81.24302830671513,70.3770291728455,64.94402960591069,61.684229865749785,60.06220390808519,56.07800422566632,49.763126468156585,40.408918518129674,29.873623705725645,23.11780685292844,17.826537709478878,14.5194944948229
Articulated,Rural A,0,29.032816726186915,30.95469487906965,33.86420486051713,43.56257146534206,71.68783461933434,122.90232836004287,167.74615192730673,166.51828532963165,166.59836358600177,179.51765561371352,181.11922074111578,179.39308943713777,180.46079952207265,182.00897914522818,184.0465258906455,176.5191697918548,157.4427496076854,135.14540400062918,116.42488717810475,94.99060722303754,77.59583042264055,66.75857306055177,58.43933198210103,52.549131346877076
Articulated,Rural A,1,51.30346958111976,52.01527630440965,55.689978513393775,62.852533666498424,89.37623169308844,137.8413719650897,179.29521601268542,173.61855739444846,169.92606001738207,184.3757365001671,187.59666192305392,189.2694077227852,189.38507631531976,191.80521917450545,190.53286465662475,178.70797546597123,155.9835458249411,135.69705421117885,118.23999432249398,96.0583173079724,78.64574533949315,68.36903577199517,60.75270383279321,53.69691968818206
Articulated,Rural A,2,53.86597378496341,54.65785876462341,57.46949532161854,64.63205047472317,91.20023642151881,142.3613446579806,181.5729975272131,176.31452535890895,168.82275959628274,183.83298387365855,187.88138461236989,186.956035872093,190.19475646306205,191.5916771575185,189.36728114723752,178.38766244049077,155.3073294378157,134.90516923151884,120.47328791681606,98.86105628092639,80.6121114125815,68.76942705384575,60.27223429457253,55.59210508894141
Articulated,Rural A,3,55.71667126551715,55.44974374428343,57.32713397696055,66.74077789246951,92.69503054042761,143.66039192798465,183.29023124715002,178.90372231487598,173.15588302431,186.68021076681816,188.50421549524853,188.89570919305797,191.08451486717445,191.9742732712868,190.12357579073307,178.90372231487598,152.62915664143745,131.10590084595898,119.12975272660637,97.971297876814,79.98928052970284,69.53461928138239,61.339944379507386,57.50508565778303
Articulated,Rural A,4,55.30738239962546,55.75226160168164,58.06563345237383,65.70865814369917,93.4780179360465,142.7439407717489,179.38419185309664,175.4069717867143,170.86030634170007,181.0391424847457,182.9877133897518,179.15285466802743,174.9442974165759,167.87071810388247,156.42842502699727,138.0282212299533,115.13473749214181,97.99799062893739,87.92592549438525,75.15789239537261,66.44715761911245,59.07995803306194,50.28024741639051,45.484449618224794
Articulated,Rural A,5,43.09989709520362,43.34013186431396,44.13201684397398,47.344044682819664,56.51745382921829,65.26377894164297,67.86187348165112,66.36707936274232,64.54307463431195,65.26377894164297,62.55891339314134,57.63854941839989,54.24856989873172,49.91544647070444,46.20515392555582,41.68518123266494,36.50678732073089,34.38026473490231,31.088158639686508,28.03628731358105,24.370482688638052,21.060581425340004,19.236576696909626,19.405630793690978
Articulated,Rural A,6,19.31665495327974,17.937529426905552,18.58705306190759,20.18861818930987,23.09812817075735,28.10746798591004,31.052568303522015,33.41932565846094,37.45882881313114,41.124633438074135,43.85619173869914,44.76374531089377,46.27633459788481,47.984670733780575,49.07017598679768,49.79088029412871,49.639621365429605,49.28371800378465,44.8883114874695,41.06235034978628,36.48899215264865,31.871146035305404,28.917148133652304,28.55234718796623
LGV,Urban A,0,8.818960196922728,8.298923231993623,11.375808607824158,15.341090465408577,32.97901085925403,67.9514967507363,177.83097379888164,237.44021090388023,231.9364863583805,223.43171516110246,199.26083039533512,197.05067329438646,189.9218332334833,196.37895888135301,208.23146804036222,224.51512550470477,214.37440468858725,144.39693059531464,94.01834961780764,57.724103107130574,38.03853716387678,26.868576521337058,18.7429989443198,13.29344491600023
LGV,Urban A,1,9.469006403084109,8.873130714102842,10.173223126425604,14.311850638986392,24.89676969598087,52.20954445819487,162.12152381664828,237.19102652485168,223.3667105404863,216.66040051358812,194.79717977969366,196.33562246760894,189.93266733691934,198.40493622388934,213.7026902755538,232.18567073740908,217.3646172369296,148.6655673491077,100.71382554126987,62.241924239952176,40.7362289194465,29.11123593259382,20.877317321216335,14.474362190526739
LGV,Urban A,2,10.41157340201811,9.47984050652013,9.3714994721599,13.900154708417517,24.257557593255513,50.866115632128015,161.1897909211503,240.159570866322,225.68520867579528,215.37114220470136,197.70071950054782,197.10484381156655,191.17858923206197,202.84691863265874,217.75464496062642,237.03934907674738,220.93987137081717,149.92232334768636,102.78313929755028,64.40874492715677,42.40468084859405,30.194646276196117,21.451524803325555,14.853555810787542
LGV,Urban A,3,10.454909815762202,9.198153817183533,10.281564160785834,14.279348328678324,24.625917110080294,52.31788549255511,163.2591046774307,241.34048814084852,226.68194619190936,216.25953868645524,197.19151663905475,199.57501939497982,196.2272814332487,206.34633404249422,221.57908347354254,238.35027559250616,219.44476509664602,151.5366047596538,106.39089574174592,67.39895747549912,46.088276016841874,32.437305687452884,23.74835473176243,17.128717532352375
LGV,Urban A,4,12.350877917066228,10.476578022634248,11.429979125004271,14.279348328678324,23.965036800482892,49.69603246103753,154.85184041107684,239.56369517734072,219.85646102721486,209.4557217286328,202.7277434948625,213.85436772365813,216.3245433070714,226.4544300197529,239.1194969364638,228.87043508598603,186.59576347862426,136.28218712173341,98.43866381970504,66.09886506317636,44.0297963639975,31.31055893010649,23.81335935237857,19.068022047400493
